PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000073700 uM,Activity at 0.0000311978 uM,Activity at 0.0000755538 uM,Activity at 0.0001700784 uM,Activity at 0.0003537877 uM,Activity at 0.0007609388 uM,Activity at 0.00133 uM,Activity at 0.00267 uM,Activity at 0.00634 uM,Activity at 0.00855 uM,Activity at 0.017 uM,Activity at 0.041 uM,Activity at 0.071 uM,Activity at 0.179 uM,Activity at 0.354 uM,Activity at 0.663 uM,Activity at 1.576 uM,Activity at 1.933 uM,Activity at 5.110 uM,Activity at 9.286 uM,Activity at 17.35 uM,Activity at 44.46 uM,Activity at 93.38 uM,Activity at 162.7 uM,Compound QC
4489,174006525,11175137,Active,41,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346549-01/220900848,,Inhibitor,16.6261,78.6388,,41,Partial curve; partial efficacy,-4.7792,1.9282,0.9683,-76.9867,1.6522,-2.2,0 0 0 0 0 0 0 0 0 0 0,-67.5322,,,,,,-0.9752,,-2.3371,3.2978,,9.4244,,6.2248,2.9897,,0.8288,-6.712,,-4.9272,,-35.9187,-67.5322,,,QC'd by Selleck
4490,174006526,25134326,Active,83,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00345791-01/220900815,,Inhibitor,8.3328,104.9376,,83,Complete curve; high efficacy,-5.0792,2.3332,0.973,-104.9376,0,-1.1,0 0 0 0 1 0 0 0 0 0 0,-96.6276,,,,,,5.0644,,-14.4782,0,,4.2361,,-38.9658,0,,0,0,,-20.496,,-91.5031,-96.6276,,,QC'd by ChemieTek
4491,174006527,53396327,Active,62,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00165902-02/220902471,,Inhibitor,9.3495,67.9272,,62,Complete curve; partial efficacy,-5.0292,4.9549,0.9918,-65.5885,2.3387,-1.2,0 0 0 0 0 0 0 0 0 0 0,-65.9071,,,,,,0,,4.5888,0,,7.3183,,2.1691,4.4436,,0,0,,0,,-59.8425,-65.9071,,,QC'd by Selleck
4492,174006528,10366136,Active,83,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346658-01/220902449,,Inhibitor,5.8992,92.4967,,83,Complete curve; high efficacy,-5.2292,1.8579,0.9871,-89.4958,3.0009,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.2248,,,,,,1.7355,,0,1.686,,2.8122,,4.6921,6.7575,,0,0.9064,,-43.3252,,-71.8304,-93.2248,,,QC'd by Selleck
4493,174006529,44137946,Active,83,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346695-01/220902480,,Inhibitor,7.4266,100.5841,,83,Complete curve; high efficacy,-5.1292,1.9673,0.9829,-98.482,2.1021,-1.1,0 0 0 0 0 0 0 0 0 0 0,-91.187,,,,,,-3.3604,,4.0877,0,,5.3636,,-0.8237,0,,-0.7249,7.792,,-31.5666,,-78.0008,-91.187,,,QC'd by Selleck
4494,174006530,25206185,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00345858-01/220902507,,Inactive,,,,0,,-5.1292,4.9549,0.8688,-24.0328,3.5,4,0 0 0 0 0 0 0 0 0 0 0,-20.4999,,,,,,6.8337,,8.6649,7.5938,,3.4264,,0,-1.4172,,7.6309,-3.3947,,-0.2404,,-26.694,-20.4999,,,QC'd by SynKinase
4495,174006531,16757524,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00345848-01/220902447,,Inactive,,,,0,,-4.4292,4.9549,0.6696,-25.5042,0,4,0 0 0 0 0 0 0 0 0 0 0,-19.1701,,,,,,1.0833,,-6.2794,2.0605,,3.9912,,-6.6107,-3.6736,,-1.298,-0.2881,,3.815,,4.6649,-19.1701,,,QC'd by SynKinase
4496,174006532,73265236,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346586-01/220902495,,Inactive,,,,0,,,,,0,0,4,,2.2584,,,,,,0,,0,1.3962,,0,,4.0653,5.0134,,0,0,,0,,0,2.2584,,,QC'd by Selleck
4497,174006533,6419718,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346431-01/220902479,,Inactive,,,,0,,-8.0292,4.9549,0.5043,-1.5,-11.7405,4,0 0 0 0 0 0 0 0 0 0 0,-4.8803,,,,,,-10.2062,,-13.1171,-10.319,,1.7023,,3.653,0.782,,-1.6125,5.6392,,-11.0053,,-4.7182,-4.8803,,,QC'd by SantaCruz Bio
4498,174006534,2044,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346684-01/220902520,,Inhibitor,33.1734,100.6083,,10,Single point of activity,-4.4792,4.9549,0.9899,-99.6315,0.9768,-3,0 0 0 0 0 0 0 0 0 0 0,-83.0542,,,,,,7.1778,,-2.8788,3.1915,,0,,0,0,,0,0,,0,,0,-83.0542,,,QC'd by Selleck
4499,174006535,439246,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016457-03/220902458,,Inactive,,,,0,,,,,0,0,4,,7.819,,,,,,2.3797,,3.8339,0,,0,,0,0,,0,2.5217,,0,,5.7714,7.819,,,QC'd by Microsource
4500,174006536,42642648,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346724-01/220902515,,Inactive,,,,0,,-4.9292,3.6272,0.9055,-27.7571,1.5,4,0 0 0 0 0 0 0 0 0 0 0,-27.7142,,,,,,7.5193,,5.8235,0,,-2.1323,,-2.1669,3.6706,,-1.0821,-2.0845,,0.4308,,-19.5175,-27.7142,,,QC'd by Selleck
4501,174006537,5307,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346878-01/220902473,,Inactive,,,,0,,-7.0292,4.9549,0.6842,6.5,-2.2544,4,0 0 0 0 0 0 0 0 0 0 1,-13.4586,,,,,,-0.6999,,0.3749,-3.2073,,-4.3787,,-2.5217,9.351,,9.2187,7.918,,-0.5368,,6.9259,-13.4586,,,QC'd by Tocris
4502,174006538,10437018,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346483-01/220902485,,Inactive,,,,0,,-4.5792,1.6266,0.7523,-31.4311,-4,4,0 0 0 0 0 0 0 0 0 0 0,-29.5259,,,,,,-9.3619,,-2.5786,-5.8215,,-3.2706,,-4.7323,-3.3923,,1.8144,-3.4271,,-10.3407,,-5.8285,-29.5259,,,QC'd by Selleck
4503,174006539,4114,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016418-14/220902414,,Inactive,,,,0,,,,,0,0,4,,-0.9769,,,,,,0,,0,4.1532,,0,,0,0,,4.6157,0,,5.5606,,6.2866,-0.9769,,,QC'd by Microsource
4504,174006540,24905142,Active,85,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346619-01/220902510,,Inhibitor,1.6626,90.2293,,85,Complete curve; high efficacy,-5.7792,1.111,0.9848,-85.349,4.8803,-1.1,0 0 0 0 0 0 0 0 0 0 0,-84.1706,,,,,,6.6868,,8.2232,0,,0,,0,8.0858,,-19.6457,-43.0687,,-62.4087,,-78.388,-84.1706,,,QC'd by Selleck
4505,174006541,3796,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346942-01/220902512,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,1.5859,,4.4487,3.236,,4.1395,,1.2637,0,,2.2067,7.3782,,0,,2.176,0,,,QC'd by Chemscene
4506,174006542,24739943,Active,83,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346478-02/220902511,,Inhibitor,9.3495,101.3787,,83,Complete curve; high efficacy,-5.0292,4.9549,0.9876,-95.7033,5.6754,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.2781,,,,,,0,,4.3889,9.9112,,8.0802,,0,9.7279,,9.4491,0,,6.0857,,-90.5419,-93.2781,,,QC'd by Selleck
4507,174006543,4091,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00016564-07/220902462,,Inactive,,,,0,,,,,0,0,4,,7.6205,,,,,,0,,3.5253,0,,0.3966,,0,0,,0,6.6696,,0,,0,7.6205,,,QC'd by Microsource
4508,174006544,11620908,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346699-01/220902430,,Inhibitor,33.1734,113.9984,,10,Single point of activity,-4.4792,4.9549,0.9847,-110.4329,3.5656,-3,0 0 0 0 0 0 0 0 0 0 0,-92.0274,,,,,,0,,0,9.8458,,8.2449,,0,0,,2.6633,4.0631,,5.6878,,4.3771,-92.0274,,,QC'd by Selleck
4509,174006545,5327916,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00345830-01/220902516,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,0,,0,0,,0,,5.9752,7.6464,,0,0,,-83.5935,,0,0,,,QC'd by SynKinase
4510,174006546,57519523,Active,84,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00185000-03/220902441,,Inhibitor,4.1763,93.7155,,84,Complete curve; high efficacy,-5.3792,3.5117,0.9928,-90.6916,3.024,-1.1,0 0 0 0 0 0 0 0 0 0 0,-92.1662,,,,,,7.4384,,0,1.2629,,0,,0,0,,8.6322,2.1825,,-56.8425,,-90.5379,-92.1662,,,QC'd by SynKinase
4511,174006547,11476171,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346461-01/220902531,,Inhibitor,37.2212,33.8164,,10,Partial curve; partial efficacy; poor fit,-4.4292,4.9549,0.8193,-31.8164,2,-2.4,0 0 0 0 0 0 0 0 0 0 0,-23.1804,,,,,,5.346,,1.7317,9.5808,,1.6368,,0,4.5361,,0,0,,-4.2204,,3.2895,-23.1804,,,QC'd by Chemscene
4512,174006548,156414,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00182713-01/118813050,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,0,,0.248,0,,8.9582,,0.1178,5.103,,-0.4132,0,,0,,0,0,,,QC'd by Selleck
4513,174006549,5280443,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00015049-18/220902472,,Inactive,,,,0,,,,,0,0,4,,3.9863,,,,,,0,,0,0,,2.1536,,0,3.2796,,1.0608,0,,0,,6.829,3.9863,,,QC'd by Microsource
4514,174006550,25226117,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346957-01/220902435,,Inactive,,,,0,,-7.9792,4.5045,0.5839,-0.3351,7.5,4,0 0 0 0 0 0 0 0 0 0 0,2.0923,,,,,,8.1103,,6.9252,6.3225,,0,,0,-2.3497,,0,5.9431,,-6.1126,,-0.9916,2.0923,,,QC'd by LINCS
4515,174006551,5328940,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00241107-03/220902425,,Inhibitor,26.3506,57.4844,,10,Single point of activity,-4.5792,4.095,0.8384,-55.447,2.0374,-3,0 0 0 0 0 0 0 0 0 0 0,-49.9599,,,,,,5.8033,,0,5.6718,,5.2418,,-13.3147,-6.8602,,8.5179,9.2916,,6.7931,,-4.1698,-49.9599,,,QC'd by Axon Medchem
4516,174006552,135423438,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00263156-02/220902521,,Inactive,,,,0,,-8.9792,4.9549,0.4619,0.1982,10,4,0 0 0 0 0 0 0 0 0 0 1,5.252,,,,,,8.0771,,0.2731,0,,0,,0,-4.0015,,-3.7525,3.8763,,2.583,,3.6613,5.252,,,QC'd by Selleck
4517,174006553,166558,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346572-01/220902475,,Inactive,,,,0,,,,,0,0,4,,0.6493,,,,,,0,,0.1255,0,,0,,8.3358,3.0192,,5.2948,5.7991,,2.3663,,-3.3707,0.6493,,,QC'd by Selleck
4518,174006554,67089852,Active,43,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346569-01/220902493,,Inhibitor,9.3495,100.09,,43,Partial curve; high efficacy,-5.0292,1.3443,0.979,-98.6489,1.4411,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.8442,,,,,,-2.6138,,0,2.521,,0,,0,0,,5.7445,0,,-37.3943,,-60.4771,-89.8442,,,QC'd by Selleck
4519,174006555,5453,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00095042-08/220902405,,Inactive,,,,0,,,,,0,0,4,,9.7298,,,,,,6.4612,,6.2217,1.0212,,0,,4.9147,6.2521,,0,2.6928,,0,,3.7115,9.7298,,,QC'd by Microsource
4520,174006556,204100,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346582-01/220902411,,Inactive,,,,0,,,,,0,0,4,,-26.946,,,,,,-34.0178,,-24.8663,-31.5824,,-31.9898,,-47.9568,-33.2038,,-29.1682,-35.2249,,-27.2169,,-30.2605,-26.946,,,QC'd by Selleck
4521,174006557,135398510,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00249685-02/220902467,,Inhibitor,16.6261,107.738,,42,Partial curve; high efficacy,-4.7792,1,0.8699,-107.5421,0.196,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.6184,,,,,,3.422,,0,-2.0885,,-3.6221,,0,0,,0,-3.7482,,-46.6292,,-30.3669,-89.6184,,,QC'd by SynKinase
4522,174006558,44607360,Active,64,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346496-01/220902409,,Inhibitor,2.9566,74.5189,,64,Complete curve; partial efficacy,-5.5292,4.9549,0.9443,-73.752,0.7668,-1.2,0 0 0 0 0 0 0 0 0 0 0,-78.0111,,,,,,-14.7394,,-3.5821,4.3365,,-6.4225,,9.3206,8.3879,,0,6.1296,,-74.4224,,-64.9306,-78.0111,,,QC'd by Selleck
4523,174006559,23635314,Active,94,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346644-01/220902453,,Inhibitor,0.0264,93.5979,,94,Complete curve; high efficacy,-7.5792,2.7202,0.9989,-92.2576,1.3403,-1.1,0 0 0 0 0 0 0 0 0 0 0,-91.1155,,,,,,2.8392,,0,0,,-32.8084,,-86.9195,-91.2362,,-91.0721,-91.1904,,-91.4989,,-93.7577,-91.1155,,,QC'd by Selleck
4524,174006560,21081761,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00345824-01/220902519,,Inactive,,,,0,,-7.9292,4.9549,0.5341,2.5,-2.6703,4,0 0 0 0 0 0 0 0 0 0 1,0,,,,,,-5.9752,,1.4663,-3.7155,,4.2443,,1.6007,0,,3.9228,0.529,,4.0404,,3.5403,0,,,QC'd by SynKinase
4525,174006561,73265237,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346642-01/220902419,,Inactive,,,,0,,,,,0,0,4,,1.9535,,,,,,4.794,,2.7805,8.1746,,1.8152,,8.9485,1.9216,,-2.376,5.1423,,-1.3653,,5.7988,1.9535,,,QC'd by Selleck
4526,174006562,25145656,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346702-01/220902526,,Inactive,,,,0,,-6.9792,4.9549,0.4198,3,-2.7917,4,0 0 0 0 0 0 0 0 0 0 0,3.9288,,,,,,-0.3752,,-2.082,1.2596,,-7.3264,,-6.2652,7.6434,,2.5556,5.1717,,0.8675,,-2.5321,3.9288,,,QC'd by Selleck
4527,174006563,447077,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00345829-01/220902503,,Inactive,,,,0,,,,,0,0,4,,7.1031,,,,,,0.0513,,9.5575,0,,0,,5.7404,0,,0,8.1346,,0,,0,7.1031,,,QC'd by SynKinase
4528,174006564,24853523,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346514-01/220902483,,Inhibitor,37.2212,65.3804,,10,Single point of activity,-4.4292,4.9549,0.896,-64.1424,1.238,-3,0 0 0 0 0 0 0 0 0 0 0,-48.5927,,,,,,-1.6403,,6.5967,9.0269,,0.7204,,0,-5.0541,,-8.8338,2.8028,,4.6964,,2.2322,-48.5927,,,QC'd by Selleck
4529,174006565,135440466,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346460-02/220902484,,Inhibitor,14.818,96.1771,,42,Partial curve; high efficacy,-4.8292,2.7868,0.9807,-95.1732,1.0039,-2.1,0 0 0 0 0 0 0 0 0 0 0,-92.2221,,,,,,-6.9649,,2.7806,-2.7142,,4.0631,,5.7102,0,,-0.5479,8.1644,,-5.4357,,-47.0754,-92.2221,,,QC'd by Chemscene
4530,174006566,42598643,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346672-01/220902481,,Inhibitor,11.7704,115.7562,,42,Partial curve; high efficacy,-4.9292,1.2876,0.98,-113.1772,2.579,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.267,,,,,,7.8934,,6.1397,0,,-4.6813,,0.4189,7.1989,,0.363,-13.5597,,-20.781,,-68.0942,-95.267,,,QC'd by Selleck
4531,174006567,53398697,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00241101-02/220902457,,Inactive,,,,0,,-4.6792,4.095,0.8494,-19.145,3.5,4,0 0 0 0 0 0 0 0 0 0 0,-18.4542,,,,,,0,,0,6.089,,4.9804,,4.1761,9.104,,0,2.8802,,3.7076,,-1.8305,-18.4542,,,QC'd by Selleck
4532,174006568,25182616,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346647-01/220902438,,Inhibitor,16.6261,115.4099,,10,Partial curve; high efficacy; poor fit,-4.7792,1.1,0.9486,-115.4099,0,-2.3,0 0 0 0 0 0 1 0 0 0 0,-96.1749,,,,,,-1.7245,,-3.0323,6.8629,,4.0553,,0.3779,-2.7533,,-81.1624,-11.1313,,-35.3783,,-41.4013,-96.1749,,,QC'd by Selleck
4533,174006569,2836600,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346825-01/220902465,,Inactive,,,,0,,-4.5792,0.9,0.4667,-25.9366,-1.5,4,0 0 0 0 0 0 0 0 0 0 0,-18.2805,,,,,,-4.9785,,-13.467,1.3326,,1.0191,,5.214,5.3462,,-0.134,-8.1363,,-7.3545,,-7.6737,-18.2805,,,QC'd by SIGMA
4534,174006570,24785538,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346453-01/220902437,,Inhibitor,2.3485,72.805,,24,Complete curve; partial efficacy,-5.6292,4.9549,0.9603,-68.6782,4.1268,-1.2,0 0 0 0 0 0 0 0 0 0 0,-57.7905,,,,,,5.8306,,9.3487,6.5489,,8.6759,,6.3354,-7.9402,,0.9096,-9.3205,,-78.1159,,-68.6139,-57.7905,,,QC'd by ChemieTek
4535,174006571,9825149,Active,41,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346485-01/220902454,,Inhibitor,18.6548,95.9283,,41,Partial curve; high efficacy,-4.7292,2.4064,0.976,-97.4356,-1.5072,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.5251,,,,,,-5.3779,,-3.6948,-2.2314,,-2.8227,,3.2033,-1.5009,,4.9568,-3.8587,,-8.4172,,-32.1115,-95.5251,,,QC'd by Selleck
4536,174006572,44206063,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346689-01/220902500,,Inactive,,,,0,,,,,0,0,4,,8.5597,,,,,,4.8745,,0.6858,3.0661,,1.548,,0,0,,0,0,,0,,7.2526,8.5597,,,QC'd by Selleck
4537,174006573,73265238,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00345847-01/220902492,,Inhibitor,11.7704,81.28,,10,Single point of activity,-4.9292,4.9549,0.9762,-78.7498,2.5302,-3,0 0 0 0 0 0 0 0 0 0 1,5.9265,,,,,,2.3271,,0,2.9512,,-1.8738,,0,4.715,,3.8327,0,,7.8427,,-61.5529,5.9265,,,QC'd by SynKinase
4538,174006574,73265239,Active,83,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00347284-01/220902496,,Inhibitor,5.8992,91.6993,,83,Complete curve; high efficacy,-5.2292,3.0654,0.981,-91.6282,0.0711,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.3631,,,,,,-7.8512,,-3.6276,-7.9531,,2.6445,,3.5105,2.2521,,8.926,0,,-35.3082,,-88.5225,-90.3631,,,QC'd by SantaCruz Bio
4539,174006575,10158940,Active,41,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346718-01/220902434,,Inhibitor,16.6261,99.1322,,41,Partial curve; high efficacy,-4.7792,2.7202,0.9846,-95.0117,4.1205,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.1487,,,,,,7.6244,,0,6.8674,,-1.3329,,4.0934,9.8641,,2.9229,0.6571,,-1.6361,,-36.5224,-93.1487,,,QC'd by Selleck
4540,174006576,3086686,Active,85,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00164631-03/220902415,,Inhibitor,2.148,93.4593,,85,Complete curve; high efficacy,-5.668,2.9523,0.992,-92.3015,1.1578,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.2338,,,,,,,3.6164,,5.1882,-5.9286,,-6.6167,,3.9914,3.3779,,-10.454,-71.1459,,-91.7288,,-92.2779,-93.2338,,QC'd by LC Labs
4541,174006577,10317566,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346578-01/220902474,,Inhibitor,26.3506,104.2391,,10,Single point of activity,-4.5792,4.5045,0.9928,-97.7117,6.5274,-3,0 0 0 0 0 0 0 0 0 0 0,-89.9739,,,,,,6.9908,,9.4773,7.0661,,8.2971,,7.5947,0,,6.2759,6.5954,,8.637,,-1.9709,-89.9739,,,QC'd by Selleck
4542,174006578,66646767,Active,88,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346459-01/220902451,,Inhibitor,0.4176,85.6211,,88,Complete curve; high efficacy,-6.3792,3.9295,0.9894,-83.524,2.0971,-1.1,0 0 0 0 0 0 0 0 0 0 0,-91.5834,,,,,,-1.4519,,0.6677,2.8017,,-0.5453,,6.4751,-0.2751,,-64.1209,-73.9156,,-84.031,,-83.9801,-91.5834,,,QC'd by Chemscene
4543,174006579,2888648,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00079434-03/220902489,,Inactive,,,,0,,-5.7792,2.2526,0.5182,-7.3992,2.5,4,0 0 0 0 0 0 0 0 0 0 0,-4.9295,,,,,,6.0807,,-5.6057,8.5138,,3.0207,,4.7357,0,,-1.2824,0,,-12.416,,-5.6662,-4.9295,,,QC'd by XcessBio
4544,174006580,53235510,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00274030-01/220902436,,Inactive,,,,0,,-6.3792,4.9549,0.3384,7,-4.8223,4,0 0 0 0 0 0 0 0 0 0 0,8.0245,,,,,,-8.3111,,5.693,0,,0,,0,-26.5186,,7.0778,5.4759,,6.8932,,5.9668,8.0245,,,QC'd by Selleck
4545,174006581,24779724,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00263163-02/220902469,,Inactive,,,,0,,,,,0,0,4,,3.6328,,,,,,0.9582,,0,0,,1.3059,,0,0,,8.8987,2.5467,,0,,3.2503,3.6328,,,QC'd by Selleck
4546,174006582,11317348,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00167768-02/220902407,,Inhibitor,37.2212,41.8238,,10,Single point of activity,-4.4292,4.9549,0.9156,-41.3238,0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-31.1032,,,,,,-0.2178,,3.2869,3.2788,,1.7577,,-2.174,5.6608,,-3.9984,0.7702,,-2.9624,,0.3758,-31.1032,,,QC'd by Selleck
4547,174006583,24826799,Active,86,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00263152-02/220902461,,Inhibitor,2.3485,99.8983,,86,Complete curve; high efficacy,-5.6292,1.9673,0.9943,-97.8649,2.0335,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.3849,,,,,,6.288,,-2.6699,0,,-1.2111,,6.1663,0,,-2.4743,-28.6072,,-81.9878,,-95.3731,-95.3849,,,QC'd by Selleck
4548,174006584,84759,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346839-01/220902424,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,2.7732,,1.3703,9.3076,,1.739,,7.3572,0.7509,,0,0,,1.5989,,0,0,,,QC'd by SIGMA
4549,174006585,24764449,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346670-01/220902514,,Inactive,,,,0,,,,,0,0,4,,3.3058,,,,,,-3.6639,,-1.499,-1.9995,,5.0026,,1.6234,-2.2075,,3.5481,-1.8375,,-2.2243,,0,3.3058,,,QC'd by Selleck
4550,174006586,11717641,Active,87,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00346686-01/220902455,,Inhibitor,0.8333,92.2376,,87,Complete curve; high efficacy,-6.0792,4.5045,0.9986,-88.8847,3.3529,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.8842,,,,,,1.3358,,5.5871,2.9527,,4.4062,,0.8998,5.2421,,-10.3628,-83.7056,,-88.3578,,-89.5314,-90.8842,,,QC'd by Selleck
