PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000457000 uM,Activity at 0.0001972026 uM,Activity at 0.0003839484 uM,Activity at 0.0008898812 uM,Activity at 0.00155 uM,Activity at 0.00213 uM,Activity at 0.00547 uM,Activity at 0.00919 uM,Activity at 0.017 uM,Activity at 0.027 uM,Activity at 0.052 uM,Activity at 0.092 uM,Activity at 0.191 uM,Activity at 0.436 uM,Activity at 0.684 uM,Activity at 1.305 uM,Activity at 2.310 uM,Activity at 4.906 uM,Activity at 10.69 uM,Activity at 15.09 uM,Activity at 33.08 uM,Activity at 57.10 uM,Activity at 112.0 uM,Activity at 226.8 uM,Activity at 254.9 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
2724,363678305,10471670,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00378993-02/222281395,,Inactive,,,0,,-4.4,4.4495,0.588,21.5,2,4,0 0 0 0 0 0,18.4188,,,,,,,,,0,,,13.2972,,0,,,0,,0,,,18.4188,,,,QC'd by Axon Medchem
2725,363678308,3794,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379000-03/222283481,,Inactive,,,0,,-7.45,1.7891,0.6948,11,24,4,0 0 0 0 0,13.4825,,,,,,,,,21.0226,,,13.15,,,,,7.6819,,14.2568,,,13.4825,,,,QC'd by Glixx
2726,363678309,5687,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379002-02/222283424,,Inactive,,,0,,,,,0,0,4,,10.8028,,,,,,,,,9.3912,,,14.0876,,,,,12.6728,,13.2385,,,10.8028,,,,QC'd by MedChem Express
2727,363678310,71297207,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379003-03/222281371,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,-3.4766,,,-0.7315,,-10.152,,,0,,-7.3611,,,0,,,,QC'd by ChemieTek
2728,363678312,135900142,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379004-01/222281280,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,19.3167,,,4.3631,,8.0166,,,0,,20.8969,,,0,,,,QC'd by MedChem Express
2729,363678313,135564558,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379008-02/222280899,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,0,,0,,,0,,0,,,0,,,,QC'd by Axon Medchem
2730,363678314,443894,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379011-01/222283418,,Inactive,,,0,,-6.3,4.9549,0.5685,1.0285,20.5,4,0 0 0 0 0,-6.6429,,,,,,,,,11.9965,,,29.3288,,,,,-2.8499,,12.4059,,,-6.6429,,,,QC'd by MedChem Express
2731,363678315,6918386,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379012-01/222283761,,Inactive,,,0,,-4.4,4.9549,0.8151,17.5,1.5,4,0 0 0 0 0,15.2977,,,,,,,,,0,,,6.6954,,,,,0,,0,,,15.2977,,,,QC'd by MedChem Express
2732,363678316,11154555,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379014-02/222280949,,Inactive,,,0,,-6.9238,3.5117,0.478,0,13.5,4,0 0 0 0 0 0,0,,,,,,,2.3714,,24.5726,,,9.2561,,0,,,0.3552,,0,,,,,,,QC'd by MedChem Express
2733,363678317,10469233,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379015-02/222284325,,Inactive,,,0,,-7,4.5045,0.733,22,6,4,1 0 0 0 0,18.7895,,,,,,,,,30.7169,,,12.4195,,,,,25.902,,21.507,,,18.7895,,,,QC'd by Axon Medchem
2734,363678318,11317439,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379018-02/222281622,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,0,,3.1908,,,8.1027,,6.4476,,,0,,,,QC'd by MedChem Express
2735,363678319,57340685,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379020-03/222284100,,Activator,8.9125,26.3668,0,Partial curve; partial efficacy; poor fit,-5.05,4.095,0.9757,26.5,0.1332,2.4,0 0 0 0 0,26.7095,,,,,,,,,0.3461,,,2.7733,,,,,-2.8057,,19.251,,,26.7095,,,,QC'd by APExBIO
2736,363678320,10138259,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379021-01/222283448,,Inactive,,,0,,,,,0,0,4,,21.2226,,,,,,,,,21.0386,,,32.8194,,,,,13.07,,12.9376,,,21.2226,,,,QC'd by MedChem Express
2737,363678322,6918324,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379030-01/222281366,,Inactive,,,0,,-6.75,4.9549,0.6758,-9.5042,-1.5,4,0 0 0 0 0 1,0,,,,,,,,,-3.4484,,,0,,-13.3369,,,-6.3698,,-8.392,,,0,,,,QC'd by MedChem Express
2738,363678323,54682876,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379032-04/222281590,,Inactive,,,0,,-5.2,4.9549,0.4549,11,21.5,4,0 0 0 0 0 0,12.8865,,,,,,,,,21.3393,,,16.1955,,16.8062,,,32.1151,,9.3714,,,12.8865,,,,QC'd by Glixx
2739,363678324,9875401,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379033-04/222281505,,Activator,17.7828,44.9178,0,Partial curve; partial efficacy,-4.75,1.2946,0.937,48.8217,3.904,2.2,0 0 0 0 0 0,40.9601,,,,,,,,,0,,,10.2469,,0,,,8.3602,,20.1322,,,40.9601,,,,QC'd by Glixx
2740,363678325,44449078,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379036-01/222283618,,Inactive,,,0,,-5.35,4.9549,0.8366,-22.7245,-1,4,0 0 0 0 0,-15.7346,,,,,,,,,-3.5426,,,0,,,,,0,,-29.3537,,,-15.7346,,,,QC'd by MedChem Express
2741,363678326,53340664,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379041-02/222283153,,Activator,11.2202,839.5962,0,Partial curve; high efficacy,-4.95,4.9549,0.9996,852.322,12.7258,2.1,0 0 0 0 0,850.6207,,,,,,,,,2.2342,,18.0376,,,,,21.6359,,,124.4611,,850.6207,,,,,QC'd by Axon Medchem
2742,363678327,1046082,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379046-01/222281344,,Inactive,,,0,,,,,0,0,4,,-5.2483,,,,,,,,,-2.1576,,,0,,-1.9957,,,-2.3577,,0,,,-5.2483,,,,QC'd by MedChem Express
2743,363678328,44449392,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379050-01/222280517,,Inactive,,,0,,-6.65,4.9549,0.4083,3,15.5,4,0 0 0 0 0 0,0,,,,,,,,,6.0812,,,24.8154,,0,,,12.1697,,0,,,0,,,,QC'd by MedChem Express
2744,363678331,11249932,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379057-01/222281468,,Activator,12.5893,120.1159,0,Partial curve; high efficacy,-4.9,2.7202,0.9957,121.9195,1.8035,2.1,0 0 0 0 0 0,120.2362,,,,,,,,,7.7334,,,0,,0,,,0,,54.2225,,,120.2362,,,,QC'd by MedChem Express
2745,363678333,11655534,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379060-01/222283189,,Inactive,,,0,,-5.1,4.9549,0.9875,-4,22.5,4,0 0 0 0 1,18.297,,,,,,,,,21.652,,,21.465,,,,,24.1597,,0,,,18.297,,,,QC'd by MedChem Express
2746,363678334,11304743,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379065-03/222281720,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,-0.7764,,-3.2294,,,-2.982,,-2.004,,,0,,,,QC'd by Bio Vision
2747,363678335,11387409,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379066-01/222280935,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,2.2133,,,32.3529,,0,,,9.1464,,0,,,0,,,,QC'd by MedChem Express
2748,363678339,25108829,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379071-01/222281435,,Inactive,,,0,,-7.05,4.4495,0.3462,-17.9713,0,4,0 0 0 0 0 1,-10.834,,,,,,,,,0,,,-8.9613,,-32.8928,,,-18.5057,,-2.0052,,,-10.834,,,,QC'd by MedChem Express
2749,363678340,11234049,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379072-02/222284391,,Inactive,,,0,,,,,0,0,4,,14.8911,,,,,,,,,6.7075,,,10.3216,,,,,5.148,,12.4569,,,14.8911,,,,QC'd by Adooq
2750,363678341,10204153,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379073-05/222281092,,Inactive,,,0,,,,,0,0,4,,8.7091,,,,,,,,,16.4643,,,0,,0,,,18.7114,,7.3872,,,8.7091,,,,QC'd by Glixx
2751,363678344,44602493,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379081-01/222283282,,Inactive,,,0,,-4.4,4.9549,0.481,3.5,15,4,0 0 0 0 0,5.1989,,,,,,,,,16.93,,,17.6891,,,,,7.2454,,19.006,,,5.1989,,,,QC'd by MedChem Express
2752,363678345,44545403,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379083-01/222283664,,Inactive,,,0,,-4.4,4.9549,0.9054,3.5,18.5,4,1 0 0 0 0,5.8466,,,,,,,,,34.9008,,,15.7919,,,,,19.7645,,20.4728,,,5.8466,,,,QC'd by MedChem Express
2753,363678347,53246941,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379091-01/222284483,,Activator,39.8107,32.5,0,Partial curve; partial efficacy; poor fit,-4.4,4.4495,0.9971,33,0.5,2.4,0 0 0 0 0,27.4989,,,,,,,,,1.3927,,,0,,,,,0,,0,,,27.4989,,,,QC'd by MedChem Express
2754,363678348,46916382,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379092-01/222281536,,Inactive,,,0,,,,,0,0,4,,11.1957,,,,,,,,,13.4099,,,-0.0195,,6.6329,,,23.3971,,14.8428,,,11.1957,,,,QC'd by MedChem Express
2755,363678349,9840849,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379098-01/222280926,,Activator,28.1838,103.8763,0,Single point of activity,-4.55,3.5117,0.9655,99.3346,-4.5417,3,0 0 0 0 0 0,91.4109,,,,,,,,,0,,,0,,0,,,-18.9609,,-0.1564,,,91.4109,,,,QC'd by Tocris
2756,363678350,49779726,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379100-01/222283427,,Activator,39.8107,37,0,Single point of activity,-4.4,4.4495,0.9999,37,0,3,0 0 0 0 0,30.969,,,,,,,,,0,,,0,,,,,0,,0,,,30.969,,,,QC'd by Tocris
2757,363678351,71315139,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379101-02/222281352,,Inactive,,,0,,,,,0,0,4,,-3.4424,,,,,,,,,10.0876,,,21.7582,,-5.473,,,15.1006,,7.2955,,,-3.4424,,,,QC'd by Selleck
2758,363678352,3383533,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379102-02/222280290,,Inactive,,,0,,,,,0,0,4,,9.8712,,,,,,,,4.3763,,,11.8913,,7.3229,,,5.1631,,5.938,,,9.8712,,,,,QC'd by SIGMA
2759,363678353,4633677,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379103-02/222281512,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,-0.2294,,0,,,-5.2912,,-0.2961,,,0,,,,QC'd by Chemdea
2760,363678354,9822241,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379104-01/222284320,,Inactive,,,0,,-6.55,4.9549,0.3377,7,0,4,0 0 0 0 1,3.5664,,,,,,,,,0,,,0,,,,,14.1266,,0,,,3.5664,,,,QC'd by Tocris
2761,363678355,9869934,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379105-01/222283287,,Inactive,,,0,,,,,0,0,4,,20.0704,,,,,,,,,23.2716,,,21.7942,,,,,29.4526,,26.3042,,,20.0704,,,,QC'd by Tocris
2762,363678356,53318624,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379106-01/222283957,,Inactive,,,0,,,,,0,0,4,,3.5487,,,,,,,,,0,,,-1.6803,,,,,0,,0,,,3.5487,,,,QC'd by Tocris
2763,363678357,4722579,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379107-01/222280527,,Activator,25.1189,24.7137,0,Partial curve; partial efficacy; poor fit,-4.6,3.2475,0.9793,23,-1.7137,2.4,0 0 0 0 0 0,21.3937,,,,,,,,,0,,,-1.0094,,-3.9281,,,-0.8915,,0,,,21.3937,,,,QC'd by Tocris
2764,363678358,4722579,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379107-02/222279651,,Activator,39.8107,97.2208,0,Single point of activity,-4.4,4.4495,0.8738,105.7722,8.5514,3,0 0 0 0 0 0,89.4858,,,,,,,,,13.7631,,,23.9539,,22.5937,,,17.5104,,0,,,89.4858,,,,QC'd by Bio Vision
2765,363678359,9921064,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379109-01/222281383,,Inactive,,,0,,-5.1,4.9549,0.7134,26,4,4,0 0 0 0 0 1,0,,,,,,,,,0,,,9.6657,,10.5671,,,2.1229,,23.1169,,,0,,,,QC'd by Tocris
2766,363678360,22475020,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379110-01/222281322,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,23.9591,,,19.6195,,1.1372,,,0,,23.8868,,,0,,,,QC'd by Tocris
2767,363678361,49857866,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379111-01/222283858,,Inactive,,,0,,-4.35,4.9549,0.3307,1.5,-5.5165,4,0 0 0 0 0,0,,,,,,,,,-7.3061,,,0,,,,,-5.4192,,-10.0137,,,0,,,,QC'd by Tocris
2768,363678362,25198728,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379112-01/222280832,,Inactive,,,0,,-5.15,4.9549,0.7648,-0.5,9.5,4,0 0 0 0 0 0,0,,,,,,,,,12.5138,,,6.4342,,6.7051,,,12.8383,,0,,,0,,,,QC'd by Tocris
2769,363678363,51346934,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379113-01/222280890,,Inactive,,,0,,-7.3738,4.9549,0.6191,-12.0033,-5.7706,4,0 0 0 0 0 1,-8.3942,,,,,,,-7.5939,,-3.9755,,,-14.1694,,-13.8536,,,-8.2808,,-8.3942,,,,,,,QC'd by Tocris
2770,363678364,11654412,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379114-01/222280621,,Activator,14.1254,39.7485,0,Partial curve; partial efficacy,-4.85,2.7202,0.9847,37.5897,-2.1588,2.2,0 0 0 0 0 0,37.2945,,,,,,,,,0,,,0,,-4.6353,,,-3.8775,,12.1897,,,37.2945,,,,QC'd by Tocris
2771,363678365,9816778,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379115-01/222280945,,Inactive,,,0,,-7.6,4.9549,0.3435,8.5,-2,4,0 0 0 0 0 1,0,,,,,,,,,0,,,15.2033,,2.2977,,,4.5005,,11.8807,,,0,,,,QC'd by Tocris
2772,363678366,25210562,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379117-01/222280965,,Inactive,,,0,,-4.45,4.5045,1,33.5,0,4,0 0 0 0 1 0,29.9766,,,,,,,,,0,,,0,,0,,,0,,-62.081,,,29.9766,,,,QC'd by Tocris
2773,363678367,59723793,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379118-01/222280623,,Inactive,,,0,,-5.95,4.9549,0.4969,3,16,4,0 0 0 0 0 0,0,,,,,,,,,23.0037,,,4.717,,20.9936,,,0,,9.1546,,,0,,,,QC'd by Tocris
2774,363678368,25074316,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379120-01/222280490,,Activator,10,29,0,Partial curve; partial efficacy; poor fit,-5,4.9549,0.5947,33,4,2.4,0 0 0 0 0 0,32.6742,,,,,,,,,22.8003,,,6.3244,,0,,,0.8591,,23.8933,,,32.6742,,,,QC'd by Tocris
2775,363678369,10001434,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379121-02/222281060,,Activator,31.6228,57.3331,0,Single point of activity,-4.5,2.1876,0.8407,61.8927,4.5595,3,0 0 0 0 0 0,49.4046,,,,,,,,,0,,,0,,14.2842,,,16.1055,,9.4862,,,49.4046,,,,QC'd by Axon Medchem
2776,363678370,22609888,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379122-01/222280346,,Inactive,,,0,,,,,0,0,4,,15.1933,,,,,,,,,15.5594,,,2.9616,,6.0998,,,11.4109,,10.3338,,,15.1933,,,,QC'd by Tocris
2777,363678371,49830684,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379125-02/222283729,,Inactive,,,0,,-7,4.9549,0.9805,-14.4051,3,4,0 0 0 0 0,-13.042,,,,,,,,,2.6481,,,-3.7525,,,,,-14.4275,,-16.1709,,,-13.042,,,,QC'd by Axon Medchem
2778,363678372,53361524,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379126-02/222280873,,Inactive,,,0,,,,,0,0,4,,3.3715,,,,,,,,,7.9103,,,0,,25.6392,,,0,,0,,,3.3715,,,,QC'd by Axon Medchem
2779,363678373,46208250,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379127-01/222280572,,Activator,7.9433,71.4162,0,Partial curve; partial efficacy; poor fit,-5.1,1.5665,0.9328,78.1776,6.7613,2.4,0 0 0 0 0 0,72.3866,,,,,,,,,6.1657,,,20.3552,,0,,,10.0837,,56.6551,,,72.3866,,,,QC'd by Tocris
2780,363678374,45484303,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379128-01/222280844,,Activator,3.5481,27.5857,0,Partial curve; partial efficacy; poor fit,-5.45,3.99,0.8445,42.0857,14.5,2.4,0 0 0 0 0 1,24.1696,,,,,,,,,22.92,,,10.0513,,11.0963,,,18.8162,,41.7619,,,24.1696,,,,QC'd by Tocris
2781,363678375,24971422,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379132-01/222280995,,Inactive,,,0,,-4.4,4.9549,0.3609,-2.5,16.5,4,0 0 0 0 0 0,0,,,,,,,,,22.0341,,,14.2257,,24.416,,,0,,23.0238,,,0,,,,QC'd by Tocris
2782,363678377,46204221,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379135-01/222281637,,Inactive,,,0,,-4.4,4.4495,0.6573,30,4,4,0 0 0 0 0 0,25.8391,,,,,,,,,13.2857,,,11.4324,,0,,,2.1767,,0.1994,,,25.8391,,,,QC'd by Tocris
2783,363678378,11656002,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379136-01/222280560,,Inactive,,,0,,-4.4,4.9549,0.6725,-22.2505,5,4,0 0 0 0 0 0,-18.5421,,,,,,,,,0,,,0,,8.4898,,,0,,16.7054,,,-18.5421,,,,QC'd by Tocris
2784,363678379,12934390,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379137-01/222280046,,Inactive,,,0,,,,,0,0,4,,5.5755,,,,,,,,,2.1421,,,-63.0772,,0.8865,,,0.6693,,6.3427,,,5.5755,,,,QC'd by Tocris
2785,363678380,131620,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379138-01/222280970,,Inactive,,,0,,-6.6,4.9549,0.5505,14,1.3035,4,0 0 0 0 0 1,0,,,,,,,,,9.9928,,,-3.9138,,13.9815,,,14.6457,,12.5416,,,0,,,,QC'd by Tocris
2786,363678381,984333,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379139-02/222281603,,Inactive,,,0,,-4.4,4.9549,0.9257,-15.0914,-1,4,0 0 0 1 0 0,-12.9928,,,,,,,,,-3.5652,,,0,,-0.111,,,-31.6223,,0,,,-12.9928,,,,QC'd by Axon Medchem
2787,363678383,11384503,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379144-01/222280653,,Activator,31.6228,174.2641,0,Partial curve; high efficacy,-4.5,1.8617,0.9691,184.8641,10.6,2.1,0 0 0 0 0 0,141.3334,,,,,,,,,18.8328,,,0,,0,,,23.8806,,33.0657,,,141.3334,,,,QC'd by Tocris
2788,363678384,2946601,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379145-08/222280758,,Inactive,,,0,,,,,0,0,4,,15.3352,,,,,,,,,12.3674,,,0,,9.8372,,,16.4366,,10.3174,,,15.3352,,,,QC'd by Glixx
2789,363678385,10167713,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379149-01/222283439,,Inactive,,,0,,-4.6,4.045,0.8725,-9.0494,17.5,4,0 0 0 0 0,-7.9578,,,,,,,,,22.925,,,10.9161,,,,,18.8914,,16.3903,,,-7.9578,,,,QC'd by Tocris
2790,363678386,24278976,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379152-02/222280307,,Inactive,,,0,,-6.7,4.9549,0.431,18.5,24.5,4,0 0 0 0 0 1,22.7971,,,,,,,,,22.3593,,,26.9088,,15.2819,,,16.3411,,24.0875,,,22.7971,,,,QC'd by Selleck
2791,363678387,44252734,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379153-02/222284502,,Activator,0.7943,37.9699,0,Complete curve; partial efficacy; poor fit,-6.1,1.0693,0.9649,43.9699,6,1.4,1 0 0 0 0,46.988,,,,,,,,,30.5526,,,9.5173,,,,,35.7203,,38.0448,,,46.988,,,,QC'd by Aobious
2792,363678388,310360,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379154-03/222281700,,Inactive,,,0,,,,,0,0,4,,11.5587,,,,,,,,,15.0808,,,0,,12.255,,,21.1389,,13.526,,,11.5587,,,,QC'd by APExBIO
2793,363678390,11442117,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379156-01/222280378,,Activator,31.6228,91.1826,0,Single point of activity,-4.5,3.9295,0.9942,88.2266,-2.9561,3,0 0 0 0 0 0,80.1241,,,,,,,,,-3.8108,,,-0.5452,,-7.1599,,,0,,-1.6182,,,80.1241,,,,QC'd by Tocris
2794,363678391,781301,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379157-02/222279770,,Inactive,,,0,,-4.4,4.9549,0.9273,-4,23,4,0 0 0 0 0 0,0,,,,,,,,,25.7466,,,21.9342,,22.2052,,,19.1838,,26.2506,,,0,,,,QC'd by Selleck
2795,363678392,46742353,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379161-04/222279454,,Inactive,,,0,,-4.4,4.9549,0.7989,-19.2771,10,4,0 0 0 0 0 0,-15.2309,,,,,,,,,1.9835,,,6.4596,,15.589,,,14.6391,,12.4862,,,-15.2309,,,,QC'd by Cayman
2796,363678393,129869,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00379163-01/222281321,,Activator,31.6228,996.8421,0,Partial curve; high efficacy,-4.5,1.9887,0.9978,1032.0999,35.2578,2.1,0 0 0 0 0 0,796.3734,,,,,,,,,22.5162,,,12.8665,,52.5605,,,48.4913,,155.3317,,,796.3734,,,,QC'd by Tocris
